"Data d'inizio";"Data di conclusione";"Rapporto completo";"Stato";"Titolo";"Descrizione";"Livello dell'attività";"Causa";"Tipo di progetto";"Attività distintiva";"Finanziata con il contributo della LCIF";"Persone servite";"Persone servite - Limite massimo";"Totale volontari";"Totale ore di servizio";"Total Volunteer Hours - Capped";"Totale fondi donati Valuta";"Totale fondi donati";"Total Funds Donated (USD) - Capped";"Donazione alla LCIF";"Organizzazione beneficiata";"Totale fondi raccolti Valuta";"Totale fondi raccolti";"Total Funds Raised (USD) - Capped";"Alberi piantati/curati";"Creato da: Nome completo";"ID attività di servizio";"Zona dello sponsor";"Circoscrizione sponsor";"Sponsor: ID del profilo";"Sponsor: ID dell?organizzazione di appartenenza";"Sponsor: Parent Parent Id";"MD sponsor";"Distretto sponsor";"Sponsor: Nome account"
"08/10/2025";"08/10/2025";"1";"Comunicato";"RIUNIONE DIRETTIVO DI CLUB";"Direttivo presso il Ristorante Montecristo a Follonica, odg: storno di fondi per soci da surplus derivante dalla gita ai Colli Albani, ingresso nuovi soci Bigongiari Silvano e Patrizia Calamassi, proiezione del video predisposto dal Governatore Distrettuale sul Lions prima di eventi pubblici, relazione di ezio Puggelli sul service di ripubblicazione del libro su Niccioleta. Tutti gli argomenti sono stati approvati all'unanimità.";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"13";"39,00";"39,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08165068";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"20/10/2025";"20/10/2025";"1";"Comunicato";"Riunione Direttivo Ristretto";"riunione tra il presidente, il segretario, il cerimoniere e l'addetto stampa per la preparazione del meeting di Massa M/ma";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"4";"4,00";"4,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08263538";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"25/10/2025";"25/10/2025";"1";"Comunicato";"Conviviale Seminario Vescovile Massa M/ma";"Conviviale presso il Seminario vescovile di Massa M/ma a termine dell'incontro pubblico presso la Sala dell'Abbondanza. Ingresso dei nuovi soci Silvano Bigongiari e Patrizia Calamassi";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"0";"0";"20";"60,00";"60,00";"USD";"0,00";"0,00";"0";"";"USD";"0,00";"0,00";"0";"Maurizio Spagnesi";"SA-08263499";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"25/10/2025";"25/10/2025";"1";"Comunicato";"800 anni di libero comune di Massa M/ma, tra statuti e diritti";"Conferenza pubblica presso la Sala dell'Abbondanza di Massa M/ma nell'ambito delle manifestazioni per gli 800 anni di Libero comune. Interventi della dr.ssa Maria Luisa Massai e del ricercatore Marco Paperini sull'evoluzione degli statuti comunali e dei diritti delle donne. Moderatore il Sindaco Irene Marconi";"Lions Club";"Ambiente";"Sensibilizzazione e istruzione e advocacy";"0";"0";"60";"60";"5";"3,00";"3,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08263474";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"11/10/2025";"11/10/2025";"1";"Comunicato";"Partecipazione del Presidente di Club e di Zona alla visita del Governatore al LC Grosseto";"Partecipazione del Presidente di Club e di Zona alla visita del Governatore al LC Grosseto";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"0";"0";"2";"6,00";"6,00";"USD";"0,00";"0,00";"0";"";"USD";"0,00";"0,00";"0";"Maurizio Spagnesi";"SA-08263669";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"11/10/2025";"11/10/2025";"1";"Comunicato";"Riunione Circoscrizionale";"riunione di Circoscrizione, partecipano il Presidente di Club e quello di Zona";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"2";"8,00";"8,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08264821";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"30/10/2025";"30/10/2025";"1";"Comunicato";"Riunione di Zona M";"Riunione di Zona M, partecipano il Presidente di Zona Bruno Bernardini, il Presidente Adriano Mazzone ed il Segretario Maurizio Spagnesi";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"3";"9,00";"9,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08304225";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"01/10/2025";"31/10/2025";"1";"Comunicato";"Massadotta";"i soci Maurizio Spagnesi ed Achille Aguggeri svolgono rispettivamente attività di Direttore Sanitario e di Psicologo presso la struttura sanitaria di Massadotta in forma totalmente gratuita";"Lions Club";"Altro servizio umanitario";"Attività per altri servizi sanitari";"1";"0";"20";"20";"2";"24,00";"24,00";"EUR";"3000,00";"3515,98";"0";"Massadotta";"EUR";"3000,00";"3515,98";"";"Maurizio Spagnesi";"SA-08304283";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"15/11/2025";"15/11/2025";"1";"Comunicato";"Gabinetto Distrettuale";"Partecipazione dei soci Bruno Bernardini, Ezio Puggelli ed Achille Aguggeri al Gabinetto Distrettuale a Pisa";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"3";"15,00";"15,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08410641";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"23/11/2025";"23/11/2025";"1";"Comunicato";"Conviviale del Club per Charter e Visita Governatore Distrettuale";"Conviviale del Club per la 59° Charter Night e Visita del Governatore Distrettuale. Presenti Cerimoniere Distrettuale e Cerimoniere Aggiunto, Presidente di Zona, Primo Vicepresidente Distrettuale Piero Fontana, Past Governatore Poma, Presidenti LC Piombino, Grosseto ed Orbetello.";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"19";"57,00";"57,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08494780";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"01/11/2025";"30/11/2025";"1";"Comunicato";"Massadotta";"i Lions Aguggeri e Spagnesi offrono gratuitamente servizio ambulatoriale di psicologia e di direttore sanitario della struttura dedicata a prestazioni sanitarie gratuite per le persone in difficoltà";"Lions Club";"Altro servizio umanitario";"Attività per altri servizi sanitari";"0";"0";"20";"20";"2";"24,00";"24,00";"EUR";"3000,00";"3474,82";"0";"Massadotta";"EUR";"3000,00";"3474,82";"";"Maurizio Spagnesi";"SA-08494668";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"23/11/2025";"23/11/2025";"1";"Comunicato";"Incontro con il Governatore del Direttivo di Club";"Incontro del Direttivo di Club aperto a Tutti i soci con il Governatore Distrettuale. Presenti il Presidente di Zona ed il Primo Vicegovernatore";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"0";"0";"19";"38,00";"38,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08494738";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"07/12/2025";"07/12/2025";"1";"Comunicato";"Festa degli Auguri";"Tradizionale festa degli Auguri. Durante la cena sono stati consegnati gli Chevron di anzianità Lionistica a Giorgio Testini (40 anni) ed Eleonora Goti (15 anni)";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"15";"45,00";"45,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08556826";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"07/12/2025";"07/12/2025";"1";"Comunicato";"Lotteria degli Auguri";"Lotteria degli Auguri con doni regalati dai soci e biglietti venduti in occasione della cena degli auguri.";"Lions Club";"Fame";"Iniziative contro la fame a favore di donne e bambini";"0";"0";"100";"100";"15";"15,00";"15,00";"";"";"0,00";"0";"Coordinamento interparrocchiale di Follonica";"EUR";"500,00";"578,31";"";"Maurizio Spagnesi";"SA-08556897";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"04/10/2025";"12/10/2025";"1";"Comunicato";"Salute mentale e benessere";"Sono stati contattati i Servizi Sociali dei Comuni e quelli dell'Azienda Sanitaria per implementare la collaborazione del servizio di psicologia offerto gratuitamente da un nostro socio presso l'ambulatorio di Massadotta ed è stata svolta sul ""campo"" assistenza psicologica a soggetti in stato di difficoltà. Gli enti locali sono stati sensibilizzati sul significato della Giornata Mondiale della Salute Mentale";"Lions Club";"Altro servizio umanitario";"Salute mentale e benessere";"0";"0";"50";"50";"3";"30,00";"30,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08557308";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"15/12/2025";"15/12/2025";"1";"Comunicato";"Riunione";"Riunione tra il Presidente di Club, Presidente di Zona, Segretario, Cerimoniere e socio Vincenzo Vacchiano per preparazione evento di gennaio";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"5";"5,00";"5,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08589343";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"14/12/2025";"14/12/2025";"1";"Comunicato";"Riunione con LC Salebrum";"Partecipazione del Presidente di Club e di Zona alla conviviale del LC Salebrum con ingresso di nove soci";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"2";"10,00";"10,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08589370";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"28/11/2025";"28/11/2025";"1";"Comunicato";"Riunione con LC Orbetello";"Partecipazione del Presidente di Zona alla conferenza sull'intelligenza artificiale organizzata dal LC Orbetello";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"1";"4,00";"4,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08589379";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"19/12/2025";"19/12/2025";"1";"Comunicato";"Cena Coordinamento Interparrocchiale";"Partecipazione dei soci Spagnesi e Goti alla tradizionale cena di Natale per raccolta fondi del Centro di Coordinamento delle opere Caritatevoli; in tale occasione è stato assegnato al nostro Lions Club il premio ""Una vita per la solidarietà 2025"".";"Lions Club";"Altro servizio umanitario";"Iniziative per ridurre la povertà";"0";"0";"";"0";"2";"6,00";"6,00";"EUR";"100,00";"115,66";"0";"Coordinamento Inteparrocchiale";"EUR";"100,00";"115,66";"";"Maurizio Spagnesi";"SA-08623431";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"01/12/2025";"28/12/2025";"1";"Comunicato";"Massadotta";"i Lions Aguggeri e Spagnesi offrono gratuitamente servizio ambulatoriale di psicologia e di direttore sanitario della struttura dedicata a prestazioni sanitarie gratuite per le persone in difficoltà";"Lions Club";"Altro servizio umanitario";"Attività per altri servizi sanitari";"0";"0";"20";"20";"2";"24,00";"24,00";"EUR";"3000,00";"3469,86";"0";"Massadotta";"EUR";"3000,00";"3469,86";"";"Maurizio Spagnesi";"SA-08665673";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"23/11/2025";"23/11/2025";"1";"Comunicato";"Donazione ISPRO";"Donazione del Club al service del Governatore in favore di ISPRO, Centro per la prevenzione oncologica";"Lions Club";"Altro servizio umanitario";"Donazione";"0";"0";"";"0";"1";"1,00";"1,00";"EUR";"300,00";"347,48";"0";"ISPRO";"EUR";"300,00";"347,48";"";"Maurizio Spagnesi";"SA-08726815";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"10/01/2026";"10/01/2026";"1";"Comunicato";"Conviviale ""Genetica""";"Conviviale a conclusione della giornata sulla ""Genetica"". In questa occasione c'è stato l'ingresso del nuovo socio Ada D'Auria. Presenti alla conviviale i relatori del Convegno pomeridiano.";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"16";"48,00";"48,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08755064";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"10/01/2026";"10/01/2026";"1";"Comunicato";"Convegno pubblico ""Genetica""";"Convegno pubblico patrocinato dal Comune di Follonica su ""Genetica e nutrigenetica, promozione della salute e longevità"". Relatori il prof. Vincenzo Romano Spica, dott. Vincenzo Longo, dr.ssa Milena Margarella e dr.ssa Milena Mercatelli";"Lions Club";"Altro servizio umanitario";"Attività per altri servizi sanitari";"0";"0";"100";"100";"2";"5,00";"5,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08755096";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"08/01/2026";"09/01/2026";"1";"Comunicato";"Armadio solidale";"Ordinazione, arrivo e consegna di prodotti alimentari per la prima infanzia (ed altro materiale quali pannolini) posizionati nel nostro armadio solidale presso il Centro di Coordinamento Interparrocchiale. Nel dettaglio sono stati consegnati 680 pannolini, 290 omogeneizzati e 86 pacchi di pastina.";"Lions Club";"Fame";"Iniziative contro la fame a favore di donne e bambini";"0";"0";"20";"20";"4";"15,00";"15,00";"EUR";"500,00";"588,47";"0";"Coordinamento Interparrocchiale Follonica";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08778457";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"29/01/2026";"29/01/2026";"1";"Comunicato";"Direttivo di Club";"Direttivo di Club allargato a tutti i soci, temi: ridefinizione del programma dell'annata (febbraio-missioni italiane all'estero, marzo-presentazione libro su Niccioleta, aprile-restauro lapidi a Follonica e maggio-torneo di tennis; approvazione nuovo ingresso del socio Rondelli e approvazione versamento LCIF pro alluvionati di Sicilia e Calabria. Tutti gli argomenti sono stati approvati all'unanimità.";"Lions Club";"Amministrazione";"Attività di rafforzamento del club";"0";"0";"";"0";"14";"42,00";"42,00";"";"";"0,00";"0";"";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08868156";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"15/10/2025";"29/10/2025";"1";"Comunicato";"LCIF Casette della solidarietà";"Raccolta fondi tramite l'acquisto di 63 Casette della Solidarietà di cui ? 6,5 sono pro LCIF";"Lions Club";"Assistenza nei disastri";"Risposta alle emergenze";"0";"0";"";"0";"3";"10,00";"10,00";"EUR";"473,00";"554,35";"1";"LCIF";"EUR";"472,50";"553,77";"";"Maurizio Spagnesi";"SA-08879615";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"15/01/2026";"31/01/2026";"1";"Comunicato";"LCIF Uova della Solidarietà";"Raccolta fondi tramite l'acquisto di 30 uova pasquali della solidarietà di cui ? 6,0 destinati alla LCIF";"Lions Club";"Assistenza nei disastri";"Preparazione ai disastri";"0";"0";"";"0";"3";"10,00";"10,00";"EUR";"180,00";"211,85";"1";"LCIF";"EUR";"180,00";"211,85";"";"Maurizio Spagnesi";"SA-08879661";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"01/01/2026";"30/01/2026";"1";"Comunicato";"Massadotta";"Attività di Direttore Sanitario e di Psicologo dei soci Spagnesi ed Aguggeri presso l'ambulatorio onlus di Massadotta";"Lions Club";"Altro servizio umanitario";"Attività per altri servizi sanitari";"0";"0";"20";"20";"2";"24,00";"24,00";"EUR";"3000,00";"3530,83";"0";"Massadotta";"EUR";"3000,00";"3530,83";"";"Maurizio Spagnesi";"SA-08879715";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
"01/02/2026";"01/02/2026";"1";"Comunicato";"LCIF Luce nelle tenebre";"Contributo alla LCIF nel programma ""Luce nelle tenebre"" per gli aiuti ai colpiti dall'uragano Harry in Sicilia e Calabria";"Lions Club";"Assistenza nei disastri";"Donazione";"0";"0";"";"0";"3";"3,00";"3,00";"EUR";"500,00";"596,61";"1";"LCIF";"";"";"0,00";"";"Maurizio Spagnesi";"SA-08889255";"Zone: M";"6° circoscrizione";"001Ns00000EDlROIA1";"001Ns00000EDgRMIA1";"001Ns00000EDcoVIAT";"Multiple District 108";"District 108 LA";"ALTA MAREMMA"
